samples,MAG,relative_abun,treatment,day,sample,fraction,MAG_taxa_combined,density,qpcr_ratio,rel_abun_qpcr_norm
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_73,2.8185320239785683e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_SpSt-1165 (NCBI: C_Anaerolineae),1.71328932,0.038416781,1.0377431637587948e-07
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_74,7.346151463659671e-07,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,S_JAIPIO01 sp021734595 (NCBI: O_Kiritimatiellales),1.71328932,0.038416781,2.704747860408719e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_75,0.0013672438668117693,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,O_UBA8416 (NCBI: C_Kiritimatiellae),1.71328932,0.038416781,5.033996292766062e-05
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_76,1.5470184600394506e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,O_UBA8416 (NCBI: D_Bacteria),1.71328932,0.038416781,5.695900622936494e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_77,2.1612392926527753e-07,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_JAAYKL01 (NCBI: P_Proteobacteria),1.71328932,0.038416781,7.957373846089623e-09
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_78,3.0392975168814375e-07,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_UBA4473 (NCBI: P_Candidatus Gracilibacteria),1.71328932,0.038416781,1.1190258595397017e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_79,0.003923206323832095,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Synechococcus_C (NCBI: G_Synechococcus),1.71328932,0.038416781,0.00014444684353187207
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_80,0.006597339920841787,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_JAIOPI01 (NCBI: P_Lentisphaerae),1.71328932,0.038416781,0.00024290461643158582
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_83,3.2625878123397044e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Prosthecochloris,1.71328932,0.038416781,1.2012381514967082e-07
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_84,6.905787608030153e-07,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Desulfocicer,1.71328932,0.038416781,2.542612189478527e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_85,4.7553473627997075e-07,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Desulfobacula (NCBI: F_Desulfobacteraceae),1.71328932,0.038416781,1.750850859618026e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_86,2.5362364993129278e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_RZZM01 (NCBI: C_Spartobacteria),1.71328932,0.038416781,9.33805990652651e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_87,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_SPBW01 (NCBI: P_Candidatus Bipolaricaulota),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_88,4.804618765912506e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_JAHOYW01 (NCBI: O_Victivallales),1.71328932,0.038416781,1.7689918852704274e-07
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_89,4.426406062258631e-05,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_UBA6053 (NCBI: C_Kiritimatiellae),1.71328932,0.038416781,1.6297393792408829e-06
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_9,0.0005603884992046451,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_SM23-33 (NCBI: F_Planctomycetaceae),1.71328932,0.038416781,2.063270273856194e-05
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_91,6.416348157410361e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,O_AB16 (NCBI: P_Candidatus Marinimicrobia),1.71328932,0.038416781,2.3624075866450306e-07
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_92,4.7137985543054766e-08,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Tichowtungia (NCBI: O_Kiritimatiellales),1.71328932,0.038416781,1.735553182809533e-09
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_93,0.0001248214711463932,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_HyVt-337 (NCBI: C_Phycisphaerae),1.71328932,0.038416781,4.595747973430518e-06
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_95,0.001187675953042598,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_LZORAL124-64-63 (NCBI: D_Bacteria),1.71328932,0.038416781,4.372852926790231e-05
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_97,0.00014800675635609769,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,O_JABSQK01 (NCBI: C_Lentisphaeria),1.71328932,0.038416781,5.449397001416573e-06
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_98,4.1639941519408485e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Tichowtungia (NCBI: P_Verrucomicrobia),1.71328932,0.038416781,1.5331230684434736e-07
DAY7_DO_0_12C_CELL_ENRICHED_6,day0-DO-0-env-cell-control_bin_99,0.000871369719666677,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_M55B157 (NCBI: C_Actinomycetia),1.71328932,0.038416781,3.208258632499354e-05
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_13,2.100173001684876e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_GW2011-AR1 (NCBI: D_Archaea),1.71328932,0.038416781,7.73253650009208e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_14,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_UBA6244 (NCBI: O_Bacteroidales),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_15,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_GWF2-38-69 (NCBI: C_Lentisphaeria),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_16,0.015058644607940923,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Luteolibacter (NCBI: F_Akkermansiaceae),1.71328932,0.038416781,0.0005544377486016727
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_18,8.0465832456327e-07,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_UBA5603 (NCBI: P_Tenericutes),1.71328932,0.038416781,2.9626368207746452e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_19,4.3347951541067167e-07,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,O_BM507 (NCBI: P_Candidatus Falkowbacteria),1.71328932,0.038416781,1.596009553625424e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_2,1.1849641236537434e-07,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_JAIOSF01 (NCBI: F_Arcobacteraceae),1.71328932,0.038416781,4.3628683589881885e-09
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_20,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_SM23-39 (NCBI: O_Candidatus Anoxychlamydiales),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_22,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_JABIBU01 (NCBI: P_Candidatus Magasanikbacteria),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_23,1.5859369960587154e-05,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_JABMRG01 (NCBI: P_Candidatus Omnitrophica),1.71328932,0.038416781,5.83919310410718e-07
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_24,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_UBA5603 (NCBI: P_Tenericutes),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_26,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,O_UBA2196 (NCBI: P_Candidatus Kuenenbacteria),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_27,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,S_JAIPGT01 sp021735565 (NCBI: D_Bacteria),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_28,0.0002993604536637318,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_NaphS2 (NCBI: C_Deltaproteobacteria),1.71328932,0.038416781,1.1022023579875825e-05
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_29,2.3485355537861035e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_B18-G4 (NCBI: O_Bacteroidales),1.71328932,0.038416781,8.6469718812907e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_3,0.0002869835672574524,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),1.71328932,0.038416781,1.0566324331207887e-05
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_31,0.0015514246290449399,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Thiomicrorhabdus,1.71328932,0.038416781,5.71212350678139e-05
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_32,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Inordinaticella (NCBI: G_Haloplasma),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_33,1.4038295910065136e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,O_UBA8416 (NCBI: D_Bacteria),1.71328932,0.038416781,5.1686996945768676e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_34,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_XYC2-FULL-47-12 (NCBI: P_Candidatus Falkowbacteria),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_35,4.333752179347501e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Sulfurovum (NCBI: C_Epsilonproteobacteria),1.71328932,0.038416781,1.5956255452419318e-07
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_39,2.5462845639703483e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,S_JAIPBB01 sp021739805 (NCBI: F_Saprospiraceae),1.71328932,0.038416781,9.37505544292111e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_4,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_JAHISY01 (NCBI: P_Candidatus Gracilibacteria),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_40,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,O_Zapsychrales (NCBI: P_Candidatus Omnitrophica),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_42,0.0038151049670115877,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),1.71328932,0.038416781,0.00014046670624483215
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_43,9.463402268361444e-08,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_GW2011-AR18 (NCBI: P_Candidatus Woesearchaeota),1.71328932,0.038416781,3.4842893131400647e-09
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_45,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_JAGVXH01 (NCBI: D_Archaea),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_46,0.002023714143327048,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_CAITKP01 (NCBI: F_Helicobacteraceae),1.71328932,0.038416781,7.451025923328657e-05
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_49,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_JAIPJA01 (NCBI: P_Candidatus Pacebacteria),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_50,0.0033744227868182904,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,S_Hydrogenovibrio sp009296185 (NCBI: O_Thiotrichales),1.71328932,0.038416781,0.00012424141889683243
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_51,0.05996090042721672,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_JAIOPI01 (NCBI: P_Lentisphaerae),1.71328932,0.038416781,0.002207674561856924
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_53,2.3500952845210006e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,S_JAEINX01 sp016342645 (NCBI: O_Bacteroidales),1.71328932,0.038416781,8.652714586690794e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_6,5.627781731169067e-07,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_CAITKP01 (NCBI: D_Bacteria),1.71328932,0.038416781,2.0720687112873278e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-12C-cell-enriched_bin_9,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_JAAYUY01 (NCBI: P_Bacteroidetes),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_11,6.5787328498524e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_GCA-002708315 (NCBI: O_Bacteroidales),1.71328932,0.038416781,2.4221953070069694e-07
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_13,0.01819759800254,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,S_Cutibacterium acnes,1.71328932,0.038416781,0.0006700095213858808
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_16,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_CAJXII01 (NCBI: G_Arcobacter),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_17,5.385848670534067e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_UBA12481 (NCBI: O_Bacteroidales),1.71328932,0.038416781,1.982992419932363e-07
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_18,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Xianfuyuplasma,1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_2,0.0014330363339479521,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_JABGOW01 (NCBI: P_Verrucomicrobia),1.71328932,0.038416781,5.276234743195385e-05
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_24,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_MAG-NZ (NCBI: P_Tenericutes),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_25,4.903389596834306e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Desulfobacula,1.71328932,0.038416781,1.805357892005802e-07
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_26,3.417537058697088e-05,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_JAIPFM01 (NCBI: C_Phycisphaerae),1.71328932,0.038416781,1.258288246996412e-06
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_27,1.1342194320824558e-07,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_JABMRG01 (NCBI: P_Candidatus Omnitrophica),1.71328932,0.038416781,4.176033665157679e-09
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_28,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Sulfurimonas,1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_3,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_SABY01 (NCBI: O_Bacteroidales),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_32,0.0003921843604612928,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_JAAXTX01 (NCBI: P_Candidatus Moranbacteria),1.71328932,0.038416781,1.4439667015999685e-05
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_34,3.533141718254388e-05,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_SDB (NCBI: G_Candidatus Cloacimonas),1.71328932,0.038416781,1.3008522285774722e-06
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_35,0.0640262296018999,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_NaphS2 (NCBI: C_Deltaproteobacteria),1.71328932,0.038416781,0.0023573541654081922
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_39,0.013956114988519933,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,S_UBA10649 sp021741645 (NCBI: O_Candidatus Nanopelagicales),1.71328932,0.038416781,0.0005138441855106039
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_4,0.019651047581084415,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_M30B53 (NCBI: O_Pirellulales),1.71328932,0.038416781,0.0007235234552766685
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_40,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Halothiobacillus,1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_45,8.826282841366039e-05,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Sulfurimonas,1.71328932,0.038416781,3.2497110560056585e-06
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_48,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_JGIOTU-2 (NCBI: P_Candidatus Cloacimonetes),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_5,4.094527159721098e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_B18-G4 (NCBI: O_Bacteroidales),1.71328932,0.038416781,1.5075463158397645e-07
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_50,1.9472550396923974e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,F_Sulfurimonadaceae (NCBI: F_Thiovulaceae),1.71328932,0.038416781,7.16951444349107e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_51,4.884336944860124e-05,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_DUZB01 (NCBI: C_Deltaproteobacteria),1.71328932,0.038416781,1.7983429781536709e-06
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_53,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_Hydrogenovibrio,1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_54,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,S_RZYO01 sp009930325 (NCBI: C_Spirochaetia),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_57,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_4572-104 (NCBI: P_Tenericutes),1.71328932,0.038416781,0.0
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_6,5.234008012881641e-05,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_UBA6154 (NCBI: O_Candidatus Nanopelagicales),1.71328932,0.038416781,1.927086862316232e-06
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_61,0.0052409998445214784,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,O_LZORAL124-64-63 (NCBI: D_Bacteria),1.71328932,0.038416781,0.00019296611546871067
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_66,2.187983507490449e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_JAHIYG01 (NCBI: P_Candidatus Altiarchaeota),1.71328932,0.038416781,8.055842218567848e-08
DAY7_DO_0_12C_CELL_ENRICHED_6,day7-DO-0-13C-cell-enriched_bin_7,1.5264551284109926e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,6,G_JAFGTC01 (NCBI: P_Candidatus Omnitrophica),1.71328932,0.038416781,5.62018937807572e-08
DAY7_DO_0_12C_CELL_ENRICHED_7,day0-DO-0-env-cell-control_bin_1,2.0700172008024925e-05,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,7,G_QWPN01 (NCBI: G_Candidatus Kuenenia),1.70782552,0.186560093,3.701166643321068e-06
DAY7_DO_0_12C_CELL_ENRICHED_7,day0-DO-0-env-cell-control_bin_100,9.241311334282053e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,7,O_JAIPIQ01 (NCBI: P_Candidatus Marinimicrobia),1.70782552,0.186560093,1.6523357022216905e-06
DAY7_DO_0_12C_CELL_ENRICHED_7,day0-DO-0-env-cell-control_bin_101,0.001732615765852606,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,7,G_Synechococcus_C (NCBI: G_Synechococcus),1.70782552,0.186560093,0.0003097896807707594
DAY7_DO_0_12C_CELL_ENRICHED_7,day0-DO-0-env-cell-control_bin_102,3.2832055153233875e-05,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,7,C_Desulfarculia (NCBI: C_Deltaproteobacteria),1.70782552,0.186560093,5.870333218377017e-06
DAY7_DO_0_12C_CELL_ENRICHED_7,day0-DO-0-env-cell-control_bin_103,0.00028555636406693964,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,7,O_Kiritimatiellales,1.70782552,0.186560093,5.105714527699934e-05
DAY7_DO_0_12C_CELL_ENRICHED_7,day0-DO-0-env-cell-control_bin_105,2.390263013313264e-07,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,7,F_JABICL01 (NCBI: C_Candidatus Peribacteria),1.70782552,0.186560093,4.273762425843366e-08
DAY7_DO_0_12C_CELL_ENRICHED_7,day0-DO-0-env-cell-control_bin_106,0.0002011849918573296,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,7,F_SM23-33 (NCBI: C_Phycisphaerae),1.70782552,0.186560093,3.5971642202320793e-05
DAY7_DO_0_12C_CELL_ENRICHED_7,day0-DO-0-env-cell-control_bin_107,0.0002096991219661292,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,7,G_Tichowtungia (NCBI: O_Kiritimatiellales),1.70782552,0.186560093,3.749395874845231e-05
DAY7_DO_0_12C_CELL_ENRICHED_7,day0-DO-0-env-cell-control_bin_108,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,7,G_QWPN01 (NCBI: P_Planctomycetes),1.70782552,0.186560093,0.0
DAY7_DO_0_12C_CELL_ENRICHED_7,day0-DO-0-env-cell-control_bin_109,0.0,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,7,F_CAIXZC01 (NCBI: O_Myxococcales),1.70782552,0.186560093,0.0
DAY7_DO_0_12C_CELL_ENRICHED_7,day0-DO-0-env-cell-control_bin_11,1.06113191348604e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,7,G_VGXO01 (NCBI: P_Planctomycetes),1.70782552,0.186560093,1.897291501169858e-07
DAY7_DO_0_12C_CELL_ENRICHED_7,day0-DO-0-env-cell-control_bin_110,4.3119271216256435e-05,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,7,F_Phycisphaeraceae,1.70782552,0.186560093,7.70967546781993e-06
DAY7_DO_0_12C_CELL_ENRICHED_7,day0-DO-0-env-cell-control_bin_111,5.000992246966693e-05,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,7,F_JAJRTO01 (NCBI: P_Candidatus Poribacteria),1.70782552,0.186560093,8.941715885648072e-06
DAY7_DO_0_12C_CELL_ENRICHED_7,day0-DO-0-env-cell-control_bin_112,6.628816881073096e-06,12C,DAY7,DAY7_DO_0_12C_CELL_ENRICHED,7,G_UBA2329 (NCBI: F_Saprospiraceae),1.70782552,0.186560093,1.1852247370408324e-06
